customer_id,first_name,last_name,age,gender,postal_code,email,phone_number,membership_status,join_date,last_purchase_date,total_spending,average_order_value,frequency,preferred_category,churned
297,Chloé,Simon,24,M,69007,chloésimon@free.fr,+33727424448,Silver,2021-07-03,2023-11-17,934.52,54.97,17,Tarte,False
298,Harper,Taylor,52,F,69007,harpertaylor@outlook.com,+33968297551,Silver,2021-06-09,2023-01-14,398.3,39.83,10,Pastries,True
299,Ethan,Wagner,35,F,69002,ethanwagner@free.fr,+33870382795,Basic,2021-11-12,2023-05-02,845.34,845.34,1,Macaron,True
300,Ava,Green,43,M,69001,agreen@orange.fr,+33213582504,Gold,2023-05-01,2023-04-14,528.72,13.56,39,Tarte,True
301,Amélie,King,69,F,69002,amélie.king@yahoo.com,+33752648219,Basic,2023-11-24,2023-02-22,997.01,19.94,50,Bread,True
302,Mia,Smith,38,M,69002,mia.smith@icloud.com,+33892933777,Gold,2023-03-25,2023-02-23,468.74,66.96,7,Pastries,True
303,Finn,Robinson,65,M,69006,finnr@mail.com,+33158449447,Basic,2022-02-25,2023-05-02,158.52,4.28,37,Bread,True
304,Chloe,Rodriguez,51,F,69001,chloe_rodriguez@yandex.com,+33165483294,Gold,2023-06-10,2023-11-13,294.52,21.04,14,Macaron,False
305,Hannah,Allen,32,M,69006,hallen@hotmail.com,+33283315162,Silver,2022-05-20,2023-05-24,714.54,59.54,12,Pastries,True
306,Harry,Schmidt,58,M,69006,harryschmidt@laposte.net,+33830099928,Gold,2021-03-25,2023-07-15,913.5,22.28,41,Pastries,False
307,Henry,Leroy,56,F,69001,henry.leroy@icloud.com,+33780500271,Basic,2021-02-12,2023-05-28,457.43,14.76,31,Bread,True
308,James,Weber,66,F,69001,jweber@orange.fr,+33742746123,Basic,2023-03-11,2023-09-28,771.6,32.15,24,Macaron,False
309,Charlotte,Dubois,27,F,69003,cdubois@protonmail.com,+33437160598,Gold,2023-04-27,2023-02-07,411.14,205.57,2,Macaron,True
310,Paul,Miller,48,F,69007,paulmiller@outlook.com,+33536118180,Silver,2023-11-08,2023-01-25,810.88,40.54,20,Bread,True
311,Benjamin,Hoffmann,70,F,69007,benjaminh@hotmail.com,+33935945512,Silver,2021-05-03,2023-10-26,205.45,4.11,50,Pastries,False
312,Emma,Harris,33,M,69006,emma.harris@laposte.net,+33474377887,Gold,2021-07-03,2023-09-24,517.69,10.79,48,Macaron,False
313,Amelia,Moreau,52,M,69002,ameliamoreau@orange.fr,+33848619707,Gold,2021-09-27,2023-07-08,427.58,61.08,7,Bread,False
314,Sophie,Adams,39,F,69007,sophie_adams@icloud.com,+33354828782,Gold,2021-01-13,2023-12-21,80.32,3.09,26,Macaron,False
315,Lukas,Richard,67,M,69006,lukas_richard@yahoo.com,+33502309696,Silver,2022-11-21,2023-08-09,458.26,91.65,5,Macaron,False
316,Alexander,Garcia,41,M,69007,alexanderg@orange.fr,+33847137675,Gold,2022-04-01,2023-12-27,551.24,27.56,20,Tarte,False
317,Thomas,Meyer,48,M,69003,thomasm@icloud.com,+33952732148,Basic,2023-06-20,2023-07-18,320.55,7.45,43,Pastries,False
318,Lucas,Bernard,43,M,69007,lucas_bernard@gmx.de,+33364468608,Gold,2021-01-09,2023-08-27,944.62,22.49,42,Bread,False
319,Marie,Anderson,30,F,69001,marie_anderson@yahoo.com,+33364711403,Basic,2021-12-20,2023-05-24,761.27,17.3,44,Tarte,True
320,Oliver,Hall,43,F,69006,oliverhall@web.de,+33598170586,Silver,2023-04-08,2023-08-15,816.22,19.43,42,Bread,False
321,Louis,White,45,M,69003,louis_white@wanadoo.fr,+33873035969,Basic,2023-09-11,2023-10-21,835.32,59.67,14,Pastries,False
322,Hugo,Johnson,26,F,69003,hugo_johnson@protonmail.com,+33520512797,Silver,2021-02-17,2023-07-07,808.22,62.17,13,Macaron,False
323,Liam,Martin,33,M,69007,liamm@gmx.de,+33112528907,Basic,2022-01-28,2023-12-25,337.63,33.76,10,Macaron,False
324,William,Müller,39,F,69002,wmüller@protonmail.com,+33451117188,Basic,2022-05-23,2023-02-27,920.54,24.22,38,Bread,True
325,Mason,Schneider,27,F,69007,mschneider@protonmail.com,+33125547925,Gold,2023-07-10,2023-09-16,835.19,37.96,22,Bread,False
326,Jack,Robert,42,M,69007,jackr@icloud.com,+33214359155,Gold,2023-11-13,2023-01-15,409.77,27.32,15,Pastries,True
327,Noah,Scott,47,F,69002,noahscott@orange.fr,+33966510199,Basic,2023-10-10,2023-06-08,243.55,24.36,10,Pastries,False
328,Emily,Becker,51,F,69001,emily_becker@outlook.com,+33965951445,Gold,2021-12-05,2023-01-08,200.88,18.26,11,Pastries,True
329,Isabella,Martinez,56,F,69006,isabellamartinez@gmx.de,+33172115529,Basic,2021-12-19,2023-08-08,949.03,30.61,31,Macaron,False
330,Emma,Thompson,22,F,69002,ethompson@laposte.net,+33640846908,Basic,2022-10-23,2023-07-13,167.17,41.79,4,Macaron,False
331,Leon,Fischer,42,M,69001,leonfischer@protonmail.com,+33481804245,Gold,2023-04-22,2023-12-15,96.58,2.54,38,Macaron,False
332,Sophia,Lewis,30,F,69007,slewis@gmail.com,+33510896001,Silver,2023-02-18,2023-02-23,562.25,16.54,34,Pastries,True
333,Olivia,Walker,49,F,69003,oliviawalker@gmx.de,+33772430906,Silver,2022-05-04,2023-11-01,358.02,10.23,35,Pastries,False
334,Sophie,Laurent,58,F,69007,sophiel@yandex.com,+33900808839,Basic,2021-03-26,2023-09-13,494.24,22.47,22,Macaron,False
335,Léa,Brown,56,M,69006,léa.brown@free.fr,+33352496648,Gold,2023-05-15,2023-11-27,128.58,6.43,20,Macaron,False
336,Chloé,Jackson,49,M,69002,chloéj@gmail.com,+33579963684,Basic,2023-12-27,2023-07-05,992.76,36.77,27,Tarte,False
337,Harper,Young,61,M,69006,harperyoung@mail.com,+33249376407,Gold,2021-07-17,2023-01-10,898.66,47.3,19,Pastries,True
338,Ethan,Clark,30,F,69006,ethanc@outlook.com,+33276958969,Gold,2021-10-15,2023-01-16,569.63,21.91,26,Tarte,True
339,Ava,Petit,30,M,69006,ava_petit@free.fr,+33482525065,Silver,2022-06-17,2023-08-08,782.26,782.26,1,Tarte,False
340,Amélie,Wilson,44,M,69007,amélie_wilson@laposte.net,+33639933335,Basic,2023-03-06,2023-11-09,640.9,12.82,50,Pastries,False
341,Mia,Durand,65,F,69001,miadurand@gmail.com,+33918744953,Basic,2021-08-21,2023-01-04,613.24,38.33,16,Tarte,True
342,Finn,Baker,60,M,69001,finn.baker@wanadoo.fr,+33232223222,Basic,2022-06-14,2023-03-06,333.89,10.12,33,Tarte,True
343,Chloe,Schulz,67,F,69003,chloes@orange.fr,+33248359200,Silver,2021-02-09,2023-10-21,354.56,17.73,20,Macaron,False
344,Hannah,Moore,23,M,69002,hannah_moore@yahoo.com,+33901027772,Basic,2023-02-27,2023-06-03,396.53,39.65,10,Tarte,False
345,Harry,Wright,65,F,69006,harry.wright@protonmail.com,+33395506650,Silver,2023-12-28,2023-04-14,384.16,8.0,48,Pastries,True
346,Henry,Thomas,64,M,69007,henry.thomas@protonmail.com,+33886273325,Silver,2021-03-27,2023-01-12,874.63,67.28,13,Macaron,True
347,James,Simon,64,F,69007,jsimon@yandex.com,+33372944931,Silver,2022-12-12,2023-07-12,770.58,45.33,17,Pastries,False
348,Charlotte,Taylor,47,F,69006,charlottet@gmail.com,+33325820852,Silver,2021-04-04,2023-05-15,521.28,21.72,24,Bread,True
349,Paul,Wagner,22,M,69003,pwagner@free.fr,+33372035259,Gold,2022-08-05,2023-12-14,804.79,16.42,49,Tarte,False
350,Benjamin,Green,66,F,69007,benjamin.green@gmx.de,+33458415418,Basic,2022-07-25,2023-03-13,141.31,70.66,2,Bread,True
351,Emma,King,26,M,69003,eking@gmx.de,+33671331038,Silver,2022-06-08,2023-03-10,502.45,23.93,21,Macaron,True
352,Amelia,Smith,24,F,69001,amelia_smith@laposte.net,+33984647995,Gold,2021-11-14,2023-09-10,877.47,18.67,47,Tarte,False
353,Sophie,Robinson,62,F,69003,sophier@hotmail.com,+33483664502,Silver,2021-11-22,2023-08-14,649.5,15.46,42,Pastries,False
354,Lukas,Rodriguez,41,F,69002,lrodriguez@hotmail.com,+33133746121,Silver,2021-10-11,2023-09-14,791.28,43.96,18,Macaron,False
355,Alexander,Allen,58,M,69001,alexanderallen@gmail.com,+33974279765,Basic,2021-12-21,2023-02-06,200.12,50.03,4,Macaron,True
356,Thomas,Schmidt,65,M,69003,thomass@web.de,+33784616395,Silver,2022-06-27,2023-03-19,559.03,18.63,30,Tarte,True
357,Lucas,Leroy,19,M,69002,lleroy@laposte.net,+33324667510,Basic,2023-07-23,2023-02-02,203.17,8.83,23,Pastries,True
358,Marie,Weber,19,M,69002,mariew@web.de,+33780417584,Gold,2022-01-25,2023-05-19,268.9,15.82,17,Tarte,True
359,Oliver,Dubois,30,M,69001,oliver_dubois@web.de,+33545504940,Silver,2023-12-10,2023-07-10,651.35,29.61,22,Macaron,False
360,Louis,Miller,46,M,69001,lmiller@yahoo.com,+33575113070,Basic,2021-05-28,2023-06-07,254.08,7.06,36,Macaron,False
361,Hugo,Hoffmann,54,F,69006,hugoh@yandex.com,+33685250185,Gold,2022-04-13,2023-03-09,575.38,71.92,8,Pastries,True
362,Liam,Harris,62,M,69007,liamh@laposte.net,+33947727254,Silver,2021-04-26,2023-04-17,472.42,67.49,7,Bread,True
363,William,Moreau,68,M,69003,william.moreau@outlook.com,+33567283491,Gold,2023-01-22,2023-01-28,393.0,13.55,29,Bread,True
364,Mason,Adams,38,F,69002,masonadams@gmx.de,+33712764901,Basic,2021-04-01,2023-11-02,953.75,476.88,2,Macaron,False
365,Jack,Richard,68,M,69006,jrichard@orange.fr,+33113361145,Gold,2021-03-18,2023-08-15,568.77,24.73,23,Macaron,False
366,Noah,Garcia,24,F,69006,noah.garcia@laposte.net,+33738820642,Basic,2021-03-22,2023-08-14,876.68,33.72,26,Tarte,False
367,Emily,Meyer,59,M,69006,emeyer@gmail.com,+33863343229,Gold,2022-09-19,2023-07-14,100.93,2.24,45,Macaron,False
368,Isabella,Bernard,69,M,69006,isabella_bernard@laposte.net,+33101312809,Basic,2021-07-14,2023-10-05,964.95,192.99,5,Macaron,False
369,Emma,Anderson,52,M,69003,emmaanderson@yandex.com,+33922293300,Gold,2023-09-12,2023-12-05,973.72,74.9,13,Macaron,False
370,Leon,Hall,47,F,69001,leon_hall@laposte.net,+33562522592,Basic,2023-11-08,2023-06-05,452.63,21.55,21,Pastries,False
371,Sophia,White,38,F,69006,sophia.white@protonmail.com,+33329678728,Basic,2023-05-01,2023-12-04,908.85,18.18,50,Bread,False
372,Olivia,Johnson,36,M,69007,oliviajohnson@free.fr,+33503056137,Silver,2021-05-02,2023-05-22,841.38,52.59,16,Macaron,True
373,Sophie,Martin,40,M,69007,sophiem@protonmail.com,+33448621658,Basic,2021-10-25,2023-10-02,228.57,6.01,38,Tarte,False
374,Léa,Müller,65,M,69001,lmüller@gmx.de,+33984519733,Basic,2023-08-11,2023-08-02,102.02,2.62,39,Macaron,False
375,Chloé,Schneider,34,M,69007,cschneider@yahoo.com,+33815819164,Silver,2022-09-09,2023-04-27,195.1,21.68,9,Bread,True
376,Harper,Robert,37,M,69003,harper.robert@gmail.com,+33380876930,Silver,2021-04-08,2023-04-03,990.81,26.07,38,Macaron,True
377,Ethan,Scott,52,F,69007,escott@yandex.com,+33492236814,Silver,2022-04-05,2023-08-02,661.78,38.93,17,Tarte,False
378,Ava,Becker,22,F,69006,ava_becker@orange.fr,+33463726814,Gold,2021-07-02,2023-10-27,134.72,3.37,40,Pastries,False
379,Amélie,Martinez,31,F,69003,amélie.martinez@free.fr,+33805820468,Silver,2021-09-28,2023-02-22,262.46,5.25,50,Pastries,True
380,Mia,Thompson,55,F,69003,mia.thompson@wanadoo.fr,+33475196088,Silver,2021-12-12,2023-11-27,127.04,63.52,2,Bread,False
381,Finn,Fischer,32,F,69007,ffischer@mail.com,+33294884336,Silver,2023-05-17,2023-10-19,176.64,5.2,34,Pastries,False
382,Chloe,Lewis,42,M,69006,clewis@gmail.com,+33798445218,Gold,2023-10-09,2023-01-13,772.58,29.71,26,Pastries,True
383,Hannah,Walker,32,M,69007,hwalker@free.fr,+33216600041,Basic,2022-09-22,2023-10-06,112.19,4.67,24,Macaron,False
384,Harry,Laurent,65,M,69001,harryl@hotmail.com,+33619804717,Silver,2023-02-07,2023-02-17,855.26,45.01,19,Pastries,True
385,Henry,Brown,50,F,69006,hbrown@web.de,+33410949659,Gold,2022-08-19,2023-05-28,194.74,4.75,41,Macaron,True
386,James,Jackson,46,F,69007,jamesjackson@gmx.de,+33487637453,Basic,2021-07-25,2023-02-19,752.63,15.05,50,Macaron,True
387,Charlotte,Young,60,M,69007,charlotte_young@wanadoo.fr,+33875123203,Silver,2023-02-05,2023-05-04,232.28,232.28,1,Pastries,True
388,Paul,Clark,29,M,69003,paulc@orange.fr,+33558389793,Silver,2022-02-12,2023-10-13,543.52,20.9,26,Bread,False
389,Benjamin,Petit,20,F,69007,benjaminpetit@protonmail.com,+33779707196,Silver,2021-12-12,2023-11-27,643.62,13.69,47,Tarte,False
390,Emma,Wilson,59,F,69002,emmaw@orange.fr,+33689304229,Gold,2021-07-05,2023-01-12,314.43,15.72,20,Tarte,True
391,Amelia,Durand,67,F,69002,ameliadurand@hotmail.com,+33284637045,Gold,2021-05-03,2023-05-28,437.96,21.9,20,Pastries,True
392,Sophie,Baker,24,M,69007,sophieb@gmx.de,+33784487632,Gold,2021-01-09,2023-12-18,83.58,2.04,41,Pastries,False
393,Lukas,Schulz,23,F,69006,lschulz@icloud.com,+33320011157,Basic,2023-06-24,2023-10-24,105.88,3.31,32,Bread,False
394,Alexander,Moore,69,M,69002,alexander_moore@gmail.com,+33239444510,Basic,2023-08-23,2023-10-20,89.06,4.24,21,Pastries,False
395,Thomas,Wright,57,M,69001,thomasw@protonmail.com,+33431419412,Basic,2023-03-10,2023-11-07,654.94,13.37,49,Macaron,False
396,Lucas,Thomas,21,F,69003,lucasthomas@orange.fr,+33275957517,Silver,2022-07-15,2023-02-16,60.09,4.01,15,Macaron,True
397,Marie,Simon,60,M,69003,marie.simon@icloud.com,+33521355613,Gold,2022-08-05,2023-11-22,239.98,6.32,38,Bread,False
398,Oliver,Taylor,29,M,69002,olivert@yandex.com,+33345474886,Basic,2021-05-22,2023-08-11,728.28,17.76,41,Tarte,False
399,Louis,Wagner,44,M,69002,lwagner@free.fr,+33531162893,Silver,2023-07-06,2023-12-22,457.42,19.06,24,Macaron,False
400,Hugo,Green,45,M,69003,hugo.green@wanadoo.fr,+33493332479,Gold,2022-04-01,2023-04-21,628.08,157.02,4,Tarte,True
401,Liam,King,36,F,69007,liam_king@outlook.com,+33236769282,Gold,2023-03-01,2023-03-04,75.78,7.58,10,Bread,True
402,William,Smith,23,F,69007,wsmith@web.de,+33764399220,Gold,2021-05-02,2023-11-08,436.76,39.71,11,Macaron,False
403,Mason,Robinson,22,F,69002,mason_robinson@laposte.net,+33968836114,Silver,2023-06-18,2023-03-06,217.26,27.16,8,Pastries,True
404,Jack,Rodriguez,59,M,69002,jackrodriguez@web.de,+33762577916,Basic,2022-06-07,2023-03-18,240.18,14.13,17,Pastries,True
405,Noah,Allen,18,M,69007,noaha@protonmail.com,+33816213071,Silver,2022-02-23,2023-11-06,852.43,44.86,19,Macaron,False
406,Emily,Schmidt,21,F,69001,emilys@laposte.net,+33113344812,Basic,2022-12-26,2023-02-16,964.45,24.73,39,Macaron,True
407,Isabella,Leroy,67,F,69007,ileroy@hotmail.com,+33893227183,Silver,2022-01-07,2023-04-28,752.9,30.12,25,Macaron,True
408,Emma,Weber,41,F,69007,emmaweber@hotmail.com,+33475097128,Basic,2021-05-27,2023-08-04,320.07,40.01,8,Pastries,False
409,Leon,Dubois,45,F,69006,ldubois@icloud.com,+33458630475,Silver,2023-05-21,2023-06-08,627.57,24.14,26,Macaron,False
410,Sophia,Miller,53,M,69007,smiller@gmx.de,+33141086676,Silver,2023-07-08,2023-02-12,477.39,28.08,17,Macaron,True
411,Olivia,Hoffmann,67,F,69001,ohoffmann@hotmail.com,+33317160199,Basic,2021-09-26,2023-04-21,556.75,11.85,47,Macaron,True
412,Sophie,Harris,47,F,69002,sophie.harris@mail.com,+33533208425,Gold,2023-07-27,2023-03-01,362.18,10.35,35,Pastries,True
413,Léa,Moreau,54,F,69007,léa_moreau@icloud.com,+33609767415,Silver,2022-06-27,2023-12-14,121.08,5.04,24,Bread,False
414,Chloé,Adams,65,M,69007,cadams@gmail.com,+33494310803,Gold,2022-08-08,2023-02-26,581.92,26.45,22,Tarte,True
415,Harper,Richard,46,M,69001,harperr@web.de,+33727532267,Basic,2022-06-09,2023-01-22,941.49,20.47,46,Pastries,True
416,Ethan,Garcia,22,M,69003,egarcia@wanadoo.fr,+33864174274,Basic,2022-05-26,2023-05-09,300.44,75.11,4,Bread,True
417,Ava,Meyer,36,M,69001,avam@icloud.com,+33517673179,Basic,2023-03-04,2023-05-05,669.71,18.6,36,Pastries,True
418,Amélie,Bernard,31,M,69002,améliebernard@gmail.com,+33158507737,Silver,2022-10-22,2023-06-22,673.17,42.07,16,Bread,False
419,Mia,Anderson,31,F,69002,mia_anderson@icloud.com,+33146926463,Basic,2021-03-18,2023-02-10,66.82,4.77,14,Pastries,True
420,Finn,Hall,55,M,69007,finn_hall@yahoo.com,+33569781000,Basic,2022-10-25,2023-08-25,602.14,14.69,41,Bread,False
421,Chloe,White,59,F,69003,chloew@orange.fr,+33267024979,Gold,2022-12-12,2023-06-02,403.17,16.8,24,Macaron,False
422,Hannah,Johnson,49,F,69002,hannahjohnson@free.fr,+33395792806,Basic,2022-03-02,2023-12-21,863.01,33.19,26,Macaron,False
423,Harry,Martin,22,M,69002,harrym@gmx.de,+33749982028,Gold,2022-03-14,2023-12-23,159.73,5.32,30,Pastries,False
424,Henry,Müller,54,F,69003,henry.müller@gmail.com,+33234873653,Basic,2021-12-21,2023-04-18,743.39,371.69,2,Tarte,True
425,James,Schneider,50,M,69002,jschneider@yahoo.com,+33654022164,Silver,2023-06-16,2023-01-23,542.58,11.07,49,Pastries,True
426,Charlotte,Robert,40,F,69001,charlotterobert@orange.fr,+33608604547,Basic,2023-07-18,2023-04-13,181.22,8.63,21,Macaron,True
427,Paul,Scott,29,M,69001,paulscott@free.fr,+33903660327,Basic,2023-03-10,2023-01-24,770.63,24.08,32,Macaron,True
428,Benjamin,Becker,68,F,69002,benjamin.becker@laposte.net,+33166316233,Silver,2021-02-07,2023-10-01,397.68,8.65,46,Macaron,False
429,Emma,Martinez,30,M,69007,emmamartinez@icloud.com,+33161397877,Silver,2021-05-05,2023-05-26,387.64,35.24,11,Pastries,True
430,Amelia,Thompson,68,F,69001,ameliat@gmail.com,+33941100749,Silver,2022-04-19,2023-09-08,693.65,33.03,21,Pastries,False
431,Sophie,Fischer,41,F,69003,sophief@outlook.com,+33723141568,Basic,2022-12-04,2023-01-03,911.08,25.31,36,Pastries,True
432,Lukas,Lewis,56,F,69001,llewis@orange.fr,+33278987042,Basic,2022-11-19,2023-04-08,535.38,12.45,43,Macaron,True
433,Alexander,Walker,43,F,69002,alexander.walker@mail.com,+33264901336,Basic,2021-01-15,2023-10-05,788.81,23.2,34,Pastries,False
434,Thomas,Laurent,60,F,69003,thomas_laurent@gmx.de,+33678083163,Gold,2023-03-08,2023-02-19,387.31,9.22,42,Pastries,True
435,Lucas,Brown,31,F,69007,lucas_brown@yahoo.com,+33815179573,Gold,2022-06-08,2023-04-16,71.41,35.7,2,Tarte,True
436,Marie,Jackson,31,M,69007,mariej@icloud.com,+33909675692,Silver,2021-12-21,2023-07-08,432.35,30.88,14,Macaron,False
437,Oliver,Young,67,M,69006,oyoung@wanadoo.fr,+33908193819,Silver,2022-08-16,2023-06-05,798.34,19.47,41,Bread,False
438,Louis,Clark,58,F,69003,lclark@free.fr,+33437349688,Gold,2021-09-15,2023-03-06,60.83,1.52,40,Pastries,True
439,Hugo,Petit,57,F,69007,hugo_petit@gmail.com,+33838917169,Basic,2023-05-04,2023-11-05,953.89,29.81,32,Tarte,False
440,Liam,Wilson,42,M,69007,liam.wilson@mail.com,+33129052791,Gold,2023-07-15,2023-04-20,832.01,19.81,42,Macaron,True
441,William,Durand,37,M,69002,william.durand@free.fr,+33644080252,Silver,2023-04-03,2023-03-11,465.01,13.68,34,Pastries,True
442,Mason,Baker,48,M,69006,mbaker@yahoo.com,+33604434496,Basic,2022-12-16,2023-09-20,970.96,26.97,36,Pastries,False
443,Jack,Schulz,67,F,69003,jackschulz@mail.com,+33467180797,Gold,2021-10-27,2023-02-15,712.41,19.79,36,Bread,True
444,Noah,Moore,30,M,69006,noah_moore@mail.com,+33234763445,Basic,2021-11-13,2023-09-28,917.32,22.93,40,Macaron,False
445,Emily,Wright,50,F,69003,emilywright@free.fr,+33538534814,Basic,2022-09-24,2023-04-02,549.97,22.0,25,Pastries,True
446,Isabella,Thomas,27,M,69001,isabella_thomas@web.de,+33514707661,Gold,2022-08-24,2023-04-20,440.29,20.01,22,Pastries,True
447,Emma,Simon,46,M,69002,emmasimon@protonmail.com,+33871032529,Basic,2022-06-23,2023-07-25,376.26,47.03,8,Macaron,False
448,Leon,Taylor,63,F,69007,leont@mail.com,+33312383880,Gold,2022-07-18,2023-02-22,166.76,33.35,5,Bread,True
449,Sophia,Wagner,38,M,69007,sophiaw@laposte.net,+33642440002,Gold,2021-06-03,2023-07-17,771.25,64.27,12,Macaron,False
450,Olivia,Green,32,F,69001,oliviag@yahoo.com,+33258789565,Silver,2023-02-28,2023-02-04,574.74,24.99,23,Macaron,True
451,Sophie,King,44,M,69001,sophieking@laposte.net,+33480347370,Silver,2022-04-13,2023-04-13,502.54,17.95,28,Bread,True
452,Léa,Smith,25,F,69006,léa_smith@protonmail.com,+33705524131,Silver,2023-06-26,2023-01-02,387.77,15.51,25,Bread,True
453,Chloé,Robinson,53,F,69002,chloé.robinson@outlook.com,+33324612926,Silver,2022-09-25,2023-08-09,495.99,14.59,34,Macaron,False
454,Harper,Rodriguez,53,F,69006,harperr@orange.fr,+33817948157,Basic,2023-09-21,2023-07-12,624.48,12.49,50,Bread,False
455,Ethan,Allen,30,F,69006,ethan.allen@icloud.com,+33634270416,Silver,2022-07-08,2023-11-18,753.34,17.52,43,Pastries,False
456,Ava,Schmidt,30,M,69001,avaschmidt@gmx.de,+33663278125,Basic,2022-06-26,2023-08-14,665.43,15.84,42,Tarte,False
457,Amélie,Leroy,70,F,69007,améliel@laposte.net,+33314212479,Basic,2021-10-17,2023-02-16,226.45,5.39,42,Macaron,True
458,Mia,Weber,31,M,69001,miaw@hotmail.com,+33232515665,Silver,2022-05-10,2023-01-02,203.11,5.8,35,Tarte,True
459,Finn,Dubois,32,M,69001,finn.dubois@yahoo.com,+33618113717,Gold,2023-09-12,2023-10-24,893.53,19.86,45,Pastries,False
460,Chloe,Miller,43,M,69003,chloem@gmail.com,+33797865994,Basic,2021-07-14,2023-01-21,848.74,84.87,10,Pastries,True
461,Hannah,Hoffmann,32,F,69003,hhoffmann@outlook.com,+33824165502,Silver,2023-11-02,2023-11-27,657.64,41.1,16,Macaron,False
462,Harry,Harris,34,F,69006,harryharris@wanadoo.fr,+33618378321,Silver,2021-12-23,2023-03-04,928.64,48.88,19,Bread,True
463,Henry,Moreau,29,F,69003,henrymoreau@free.fr,+33441225069,Silver,2022-03-05,2023-07-11,334.48,41.81,8,Tarte,False
464,James,Adams,20,M,69003,jadams@gmail.com,+33764596945,Silver,2022-10-02,2023-12-22,981.42,30.67,32,Macaron,False
465,Charlotte,Richard,30,M,69001,charlotte.richard@icloud.com,+33761245733,Basic,2022-05-25,2023-03-04,496.02,496.02,1,Macaron,True
466,Paul,Garcia,46,M,69006,paulg@gmail.com,+33513475586,Gold,2021-06-20,2023-10-09,282.12,7.42,38,Macaron,False
467,Benjamin,Meyer,19,F,69001,benjamin.meyer@web.de,+33758896820,Basic,2021-10-08,2023-09-15,763.95,190.99,4,Bread,False
468,Emma,Bernard,37,F,69006,emma.bernard@gmx.de,+33959149045,Silver,2021-09-23,2023-06-18,357.55,12.77,28,Pastries,False
469,Amelia,Anderson,47,F,69001,ameliaanderson@yandex.com,+33269242007,Silver,2023-09-10,2023-01-03,863.42,431.71,2,Bread,True
470,Sophie,Hall,20,F,69007,sophieh@outlook.com,+33910960574,Gold,2021-07-18,2023-02-07,537.54,10.97,49,Bread,True
471,Lukas,White,61,M,69007,lukasw@mail.com,+33366373549,Silver,2023-07-22,2023-08-02,360.13,18.01,20,Macaron,False
472,Alexander,Johnson,25,F,69003,ajohnson@hotmail.com,+33684679163,Basic,2022-07-20,2023-10-01,617.02,12.59,49,Pastries,False
473,Thomas,Martin,67,F,69006,tmartin@wanadoo.fr,+33833280902,Gold,2023-02-09,2023-03-14,126.05,12.61,10,Tarte,True
474,Lucas,Müller,31,F,69001,lucasm@wanadoo.fr,+33151897069,Silver,2022-12-14,2023-01-02,897.46,19.94,45,Macaron,True
475,Marie,Schneider,24,M,69003,maries@gmx.de,+33285242002,Silver,2023-07-10,2023-10-14,900.66,37.53,24,Tarte,False
476,Oliver,Robert,59,M,69002,oliver.robert@web.de,+33353322277,Silver,2022-12-19,2023-02-09,135.1,13.51,10,Pastries,True
477,Louis,Scott,57,F,69006,louis.scott@laposte.net,+33682531643,Silver,2023-02-01,2023-11-19,738.44,18.93,39,Bread,False
478,Hugo,Becker,64,F,69001,hugobecker@free.fr,+33891261768,Silver,2021-02-12,2023-08-23,190.21,95.11,2,Tarte,False
479,Liam,Martinez,59,M,69006,liam_martinez@outlook.com,+33854252854,Basic,2021-02-28,2023-03-19,518.39,11.78,44,Tarte,True
480,William,Thompson,55,F,69007,williamthompson@free.fr,+33667574217,Gold,2022-08-03,2023-07-21,384.49,54.93,7,Pastries,False
481,Mason,Fischer,61,F,69003,masonfischer@web.de,+33556330650,Silver,2022-11-18,2023-12-01,51.55,3.68,14,Pastries,False
482,Jack,Lewis,38,F,69003,jack_lewis@outlook.com,+33297386700,Basic,2023-02-15,2023-09-21,116.59,3.24,36,Tarte,False
483,Noah,Walker,64,F,69001,noahw@yandex.com,+33744308588,Gold,2023-10-12,2023-04-25,261.73,7.27,36,Macaron,True
484,Emily,Laurent,19,F,69003,elaurent@yandex.com,+33153329704,Silver,2021-01-01,2023-02-16,108.91,3.51,31,Macaron,True
485,Isabella,Brown,43,F,69002,isabellab@hotmail.com,+33256443220,Gold,2023-05-26,2023-11-18,679.91,16.19,42,Pastries,False
486,Emma,Jackson,68,F,69003,emmaj@icloud.com,+33913703318,Basic,2021-10-21,2023-12-05,114.66,3.82,30,Bread,False
487,Leon,Young,68,F,69003,leony@gmx.de,+33923066868,Basic,2022-08-22,2023-02-03,837.96,22.05,38,Pastries,True
488,Sophia,Clark,57,F,69001,sophiac@gmx.de,+33467597315,Basic,2023-06-17,2023-05-04,861.54,18.33,47,Pastries,True
489,Olivia,Petit,24,F,69007,oliviap@protonmail.com,+33428501727,Basic,2022-12-07,2023-01-04,846.39,60.46,14,Bread,True
490,Sophie,Wilson,59,M,69002,sophiew@mail.com,+33152198575,Silver,2021-05-17,2023-05-20,642.64,13.97,46,Bread,True
491,Léa,Durand,20,F,69001,léadurand@hotmail.com,+33385748426,Gold,2021-09-24,2023-05-13,659.11,54.93,12,Pastries,True
492,Chloé,Baker,29,F,69007,chloéb@outlook.com,+33349211004,Basic,2022-11-24,2023-11-21,718.52,37.82,19,Pastries,False
493,Harper,Schulz,52,M,69006,harpers@hotmail.com,+33813648401,Gold,2022-01-26,2023-09-02,499.36,49.94,10,Pastries,False
